"GenusSpp","Conc.cellsmL","totbiovol.um3mL","date"
"Chroomonas nordstedtii",50,5887.5,2018-06-12
"Cryptomonas brevis",50,88443.3333333333,2018-06-12
"Cryptomonas erosa",50,241989.333333333,2018-06-12
"Cryptomonas marssonii",100,89019,2018-06-12
"Aphanizomenon flosaquae",10900,821424,2018-06-12
"Cuspidothrix issatschenkoi",3333.33333333333,141300,2018-06-12
"Dolichospermum crassum",5050,3059409.9375,2018-06-12
"Dolichospermum flosaquae",326200,36873648,2018-06-12
"Dolichospermum mendotae",5500,307022.222222222,2018-06-12
"Microcystis aeruginosa",25000,1635416.66666667,2018-06-12
"Aulacoseira sp.",852,214022.4,2018-07-17
"Nitzschia sp.",94.6666666666667,7740.97222222222,2018-07-17
"Stephanodiscus sp.",94.6666666666667,477240.226666667,2018-07-17
"Desmodesmus communis",331.333333333333,4855.13777777778,2018-07-17
"Dichotomococcus curvatus",378.666666666667,2378.02666666667,2018-07-17
"Dictyosphaerium Ehrenbergianum",8804,442312.96,2018-07-17
"Oocystis pusilla ",899.333333333333,82363.9444444444,2018-07-17
"Oocystis solitaria",189.333333333333,76096.8533333333,2018-07-17
"Pediastrum boryanum",757.333333333333,9512.10666666667,2018-07-17
"Sphaerocystis schroeteri",189.333333333333,21402.24,2018-07-17
"Cryptomonas phaseolus",568,647417.76,2018-07-17
"Cuspidothrix issatschenkoi",2508.66666666667,189053.12,2018-07-17
"Dolichospermum flos-aquae",49416,5585984.64,2018-07-17
"Dolichospermum spiroides",9466.66666666667,6594069.77777778,2018-07-17
"Ceratium hirundinella",94.6666666666667,3329336.41777778,2018-07-17
"Gymnodinium sp.",47.3333333333333,94749.5,2018-07-17
"Lepocinclis sp.",47.3333333333333,74907.84,2018-07-17
"Trachelomonas sp.",473.333333333333,679719.288888889,2018-07-17
"Acutodesmus obliquus",500,98125,2018-08-14
"Desmodesmus communis",200,8478,2018-08-14
"Desmodesmus opoliensis",800,150720,2018-08-14
"Dictyosphaerium pulchellum",800,0,2018-08-14
"Goniochloris mutica",50,12500,2018-08-14
"Monoraphidium komarkovae",50,7429.24,2018-08-14
"Monoraphidium minutum",50,1308.33333333333,2018-08-14
"Oocystis parva",500,184213.333333333,2018-08-14
"Oocystis solitaria ",100,70650,2018-08-14
"Pediastrum boryanum",2000,2e+05,2018-08-14
"Scenedesmus arcuatus",400,3349.33333333333,2018-08-14
"Schroederia setigera ",50,5416.5,2018-08-14
"Cryptomonas erosa",350,1255030.86419753,2018-08-14
"Cryptomonas marssonii",300,282646.518518519,2018-08-14
"Cryptomonas parapyrenoidifera",200,451322.666666667,2018-08-14
"Cryptomonas pyrenoidifera",1250,4482253.08641975,2018-08-14
"Cryptomonas sp.",50,75360,2018-08-14
"Plagioselmis nannoplanctica",100,8831.25,2018-08-14
"Aphanocapsa holsatica",7500,3925,2018-08-14
"Aphanocapsa incerta",25000,13083.3333333333,2018-08-14
"Dolichospermum flos-aquae",3495150,395091756,2018-08-14
"Dolichospermum spiroides",31250,3532500,2018-08-14
"Microcystis aeruginosa",1e+05,3349333.33333333,2018-08-14
"Oscillatoria sp.",2500,62800,2018-08-14
"Planktothrix agardhii",70000,3516800,2018-08-14
"Pseudanabaena ",2000,17662.5,2018-08-14
"Snowella lacustris",15500,143728.59375,2018-08-14
"Woronichinia naegeliana",39100,736644,2018-08-14
"Trachelomonas sp.",100,62800,2018-08-14
"Aulacoseira sp.",250,62800,2018-08-14
"Stephanodiscus ",687.096774193548,10311694.1612903,2018-09-11
"Coelastrum sphaericum",549.677419354839,213614.924594009,2018-09-11
"Desmodesmus communis",1190.96774193548,381443.148387097,2018-09-11
"Dictyosphaerium pulchellum",6229.67741935484,938936.980645161,2018-09-11
"Oocystis solitaria",1557.41935483871,1100316.77419355,2018-09-11
"Pediastrum duplex",25.6,13129.3866666667,2018-09-11
"Scenedesmus arcuatus",366.451612903226,16876.3182795699,2018-09-11
"Scenedesmus bijuga ",183.225806451613,1342.43440860215,2018-09-11
"Sphaerocystis schroeteri",8657.41935483871,6890652.89274194,2018-09-11
"Cryptomonas erosa",137.41935483871,143832.258064516,2018-09-11
"Cryptomonas marssonii",45.8064516129032,26081.5827956989,2018-09-11
"Aphanocapsa ",68709.6774193548,35958.064516129,2018-09-11
"Chroococcus ",458.064516129032,6472.45161290323,2018-09-11
"Dolichospermum ",245121.774193548,44000175.5403226,2018-09-11
"Microcystis aeruginosa",508909.677419355,17045081.4623656,2018-09-11
"Ceratium hirundinella",0.8,28135.2373333333,2018-09-11
"Amphora sp.",28.4,86033.0666666667,2018-10-16
"Fragilaria sp.",37.8666666666667,7134.08,2018-10-16
"Gomphonema sp.",28.4,28627.2,2018-10-16
"Navicula spp.",18.9333333333333,4280.448,2018-10-16
"Stephanodiscus sp.",75.7333333333333,0,2018-10-16
"Synedra sp.",9.46666666666667,9809.36,2018-10-16
"Desmodesmus communis",463.866666666667,300411.65,2018-10-16
"Dictyosphaerium pulchellum",454.4,37445.359104,2018-10-16
"Kirchneriella contorta",37.8666666666667,334.41,2018-10-16
"Monoraphidium komarkovae",18.9333333333333,297.253333333333,2018-10-16
"Oocystis pusilla ",28.4,13242.636,2018-10-16
"Oocystis solitaria",18.9333333333333,14862.6666666667,2018-10-16
"Sphaerocystis schroeteri",113.6,7431.33333333333,2018-10-16
"Dinobryon sp.",9.46666666666667,2318.576,2018-10-16
"Cryptomonas sp.",75.7333333333333,83924.5244444445,2018-10-16
"Cryptomonas erosa",113.6,437962.051950617,2018-10-16
"Cryptomonas reflexa ",37.8666666666667,132059.747555556,2018-10-16
"Plagioselmis nannoplanctica",9.46666666666667,396.337777777778,2018-10-16
"Aphanocapsa sp.",946.666666666667,1672.05,2018-10-16
"Microcystis aeruginosa",1599.86666666667,104657.944444444,2018-10-16
"Oscillatoriales",473.333333333333,22479.7833333333,2018-10-16
"Euglena sp.",227.2,412757.485714286,2018-10-16
"Kephyrion spp.",200,8373.33333333333,2018-11-13
"Mallomonas",1125,2192505,2018-11-13
"Cryptomonas erosa",8300,66503486.8843537,2018-11-13
"Cryptomonas reflexa ",1775,10088992.9453125,2018-11-13
"Plagioselmis nannoplanctica",50,2093.33333333333,2018-11-13
"Gymnodinium sp.",50,422016,2018-11-13
"Cryptomonas erosa",2009.84615384615,14632512.0125031,2018-12-18
"Cryptomonas marssonii",21.8461538461538,29742.4825641026,2018-12-18
"Cryptomonas reflexa ",436.923076923077,2779013.79145299,2018-12-18
"Desmodesmus communis",69.9507389162561,15134.9353448276,2019-01-15
"Kephyrion spp.",13.9901477832512,428.308374384236,2019-01-15
"Cryptomonas curvata",132.906403940887,648851.895222701,2019-01-15
"Cryptomonas erosa",300.788177339901,1575584.80089084,2019-01-15
"Cryptomonas marssonii",20.9852216748768,34857.7123152709,2019-01-15
"Gymnodinium sp.",20.9852216748768,20558.8019704433,2019-01-15
"Amphora sp.",1.83225806451613,3752.46451612903,2019-02-12
"Aulacoseira sp.",5.49677419354839,2157.48387096774,2019-02-12
"Stephanodiscus sp.",1.83225806451613,30653.5308387097,2019-02-12
"Desmodesmus communis",14.658064516129,3866.21109677419,2019-02-12
"Tetraedron caudatum",1.83225806451613,504.851225806452,2019-02-12
"Kephyrion spp.",12.8258064516129,429.579010752688,2019-02-12
"Cryptomonas curvata",5.49677419354839,13807.8967741935,2019-02-12
"Cryptomonas erosa",27.4838709677419,117827.385806452,2019-02-12
"Cryptomonas marssonii",7.32903225806452,12518.6203709677,2019-02-12
"Kateblepharis ovalis",1.83225806451613,422.866838709677,2019-02-12
"Navicula spp.",1.12252964426877,296.078418972332,2019-03-13
"Desmodesmus communis",3.36758893280632,126.890750988142,2019-03-13
"Kephyrion spp.",1.12252964426877,300.778076416337,2019-03-13
"Cryptomonas curvata",2.24505928853755,8988.09486166008,2019-03-13
"Cryptomonas erosa",4.4901185770751,22749.8667720685,2019-03-13
"Cryptomonas marssonii",1.12252964426877,1292.40579710145,2019-03-13
"Microcystis aeruginosa",44.901185770751,1503.89038208169,2019-03-13
"Microcystis wesenbergii",17.9604743083004,1174.91436100132,2019-03-13
"Gymnodinium sp.",2.24505928853755,6111.90450592885,2019-03-13
"Aulacoseira sp.",11.36,6420.672,2019-04-16
"Navicula sp.",0.946666666666667,303.446111111111,2019-04-16
"Stephanodiscus sp.",0.946666666666667,963.1008,2019-04-16
"Desmodesmus communis",4.9,769.3,2019-04-16
"Kephyrion sp.",1.89333333333333,214.0224,2019-04-16
"Komvophoron sp.",28.4,601.938,2019-04-16
"Pseudanabaena ",9.46666666666667,104.503125,2019-04-16
"Euglena sp.",0.946666666666667,2972.53333333333,2019-04-16
"Aulacoseira sp.",56.8,14268.16,2019-05-14
"Cyclotella sp.",3152.4,618658.5,2019-05-14
"Melosira varians",482.8,2628730.128,2019-05-14
"Stephanodiscus sp.",28.4,742390.2,2019-05-14
"Synedra ulna",14.2,42967.9693333333,2019-05-14
"Desmodesmus communis",56.8,100709.429333333,2019-05-14
"Dictyosphaerium pulchellum",397.6,13316.9493333333,2019-05-14
"Monoraphidium komarkovae",198.8,10182.7845,2019-05-14
"Pediastrum duplex",1136,553485.706666667,2019-05-14
"Tetraselmis cordiformis",113.6,141254.784,2019-05-14
"Mallomonas sp.",56.8,17121.792,2019-05-14
"Cryptomonas erosa",56.8,135436.05,2019-05-14
"Cryptomonas marssonii",28.4,8560.896,2019-05-14
"Plagioselmis nannoplanctica",7242,955074.96,2019-05-14
"Chroococcus sp.",170.4,713.408,2019-05-14
"Dolichospermum sp.",1420,92891.6666666667,2019-05-14
"Euglena sp.",14.2,44588,2019-05-14
"Asterionella formosa",96.1135371179039,66395.231441048,2019-06-11
"Aulacoseira ",4663.05676855895,1405631.83231441,2019-06-11
"Cyclotella",6.20087336244542,2102.84017467249,2019-06-11
"Stephanodiscus",105.414847161572,1257809.95633188,2019-06-11
"Desmodesmus communis",124.017467248908,11871.0952741388,2019-06-11
"Elakatothrix genevensis",6.20087336244542,175.236681222707,2019-06-11
"Oocystis parva",37.2052401746725,8586.59737991266,2019-06-11
"Oocystis solitaria",15.5021834061135,11357.9330422125,2019-06-11
"Pediastrum duplex",49.6069868995633,19938.0401746725,2019-06-11
"Staurastrum",3.10043668122271,9345.95633187773,2019-06-11
"Tetraëdron minimum",15.5021834061135,3150.96231602782,2019-06-11
"Closterium ",3.10043668122271,11318.9915574964,2019-06-11
"Cryptomonas ",3.10043668122271,3738.38253275109,2019-06-11
"Plagioselmis nannoplanctica",9.30131004366812,428.356331877729,2019-06-11
"Chroococcus ",34.1048034934498,7529.70114628821,2019-06-11
"Coelosphaerium kuetzingianum",3100.43668122271,43809.1703056769,2019-06-11
"Dolichospermum ",204.628820960699,23131.2419213974,2019-06-11
"Dolichospermum crassum",235.633187772926,89896.4174672489,2019-06-11
"Dolichospermum flos-aquae",6107.86026200873,204572.599708879,2019-06-11
"Microcystis aeruginosa",3518.99563318777,117862.893740902,2019-06-11
"Aulacoseira ",397.6,312116,2019-07-16
"Nitzschia",28.4,6190.30066666667,2019-07-16
"Acutodesmus obliquus",56.8,12588.6786666667,2019-07-16
"Cosmarium ",113.6,26752.8,2019-07-16
"Crucigenia tetrapedia",170.4,3210.336,2019-07-16
"Desmodesmus communis",284,107011.2,2019-07-16
"Desmodesmus costato-granulatus",28.4,96.142875,2019-07-16
"Elakatothrix genevensis",28.4,297.253333333333,2019-07-16
"Lagerheimia ciliata",14.2,35113.05,2019-07-16
"Monoraphidium komarkovae",28.4,2140.224,2019-07-16
"Monoraphidium minutum",42.6,1003.23,2019-07-16
"Nephrocytium agardhianum ",397.6,4161.54666666667,2019-07-16
"Oocystis solitaria",14.2,713.408,2019-07-16
"Pediastrum duplex",511.2,48756.978,2019-07-16
"Schroederia setigera ",142,40129.2,2019-07-16
"Selenastrum bibraianum",28.4,2006.46,2019-07-16
"Sphaerocystis schroeteri",42.6,4815.504,2019-07-16
"Tetraëdron minimum",14.2,1817.6,2019-07-16
"Tetrastrum glabrum",56.8,802.584,2019-07-16
"Kephyrion",113.6,23304.6613333333,2019-07-16
"Mallomonas",56.8,30438.7413333333,2019-07-16
"Cryptomonas erosa",56.8,59450.6666666667,2019-07-16
"Cryptomonas marssonii",227.2,106535.594666667,2019-07-16
"Plagioselmis nannoplanctica",14.2,594.506666666667,2019-07-16
"Aphanizomenon flos-aquae",2527.6,190479.936,2019-07-16
"Aphanocapsa ",198.8,834.96,2019-07-16
"Aphanocapsa incerta",8520,4260,2019-07-16
"Dolichospermum ",5623.2,635646.528,2019-07-16
"Merismopedia punctata",852,16051.68,2019-07-16
"Microcystis aeruginosa",1661.4,108683.25,2019-07-16
"Romeria",85.2,1070.112,2019-07-16
"Unidentified coccoid",56.8,802.584,2019-07-16
"Ceratium hirundinella",113.6,2975297.6,2019-07-16
"Euglena",28.4,21848.12,2019-07-16
"Aulacoseira sp.",2950,1505237.5,2019-08-13
"Melosira varians",900,2034720,2019-08-13
"Nitzschia sp.",25,1471.875,2019-08-13
"Stephanodiscus sp.",150,1884000,2019-08-13
"Crucigeniella crucifera",400,2512,2019-08-13
"Desmodesmus communis",550,136720.833333333,2019-08-13
"Dictyosphaerium pulchellum",1700,111208.333333333,2019-08-13
"Oocystis borgei",100,63585,2019-08-13
"Oocystis pusilla ",575,129996,2019-08-13
"Oocystis solitaria",75,71238.75,2019-08-13
"Pediastrum boryanum",50,6400,2019-08-13
"Tetraëdron minimum",25,1350,2019-08-13
"Tetraëdron trigonum",25,6250,2019-08-13
"Cryptomonas erosa",125,117750,2019-08-13
"Cryptomonas marssonii",700,623133,2019-08-13
"Cryptomonas reflexa ",25,52752,2019-08-13
"Cryptomonas sp.",25,18316.6666666667,2019-08-13
"Plagioselmis nannoplanctica",175,13165.1041666667,2019-08-13
"Aphanizomenon flosaquae",49875,3758580,2019-08-13
"Aphanocapsa conferta",25000,104666.666666667,2019-08-13
"Aphanocapsa holsatica",191250,100087.5,2019-08-13
"Aphanocapsa sp.",150000,2119500,2019-08-13
"Chroococcus turgidus",100,70650,2019-08-13
"Dolichospermum flosaquae",374000,82572187.5,2019-08-13
"Microcystis aeruginosa",134375,3015095.05208333,2019-08-13
"Planktothrix agardhii",2625,131880,2019-08-13
"Woronichinia naegeliana",15000,353250,2019-08-13
"Trachelomonas sp.",25,53589.3333333333,2019-08-13
"Peridinium sp.",25,195936,2019-08-13
"Aulacoseira sp.",6750,2781000,2019-09-17
"Melosira varians",200,452160,2019-09-17
"Sellaphora sp.",25,50240,2019-09-17
"Stephanodiscus sp.",50,502400,2019-09-17
"Acutodesmus pectinatus",250,16746.6666666667,2019-09-17
"Coelastrum sp.",75,3140,2019-09-17
"Desmodesmus brasiliensis",200,2093.33333333333,2019-09-17
"Desmodesmus communis",100,45216,2019-09-17
"Desmodesmus sp.",100,942,2019-09-17
"Dictyosphaerium pulchellum",7700,503708.333333333,2019-09-17
"Monoraphidium griffithi",50,794.8125,2019-09-17
"Oocystis borgei",50,67824,2019-09-17
"Oocystis pusilla ",100,18840,2019-09-17
"Oocystis solitaria",75,75988,2019-09-17
"Pediastrum duplex",250,64000,2019-09-17
"Sphaerocystis schroeteri",100,6541.66666666667,2019-09-17
"Tetraedron caudatum",25,1648.5,2019-09-17
"Tetraëdron minimum",50,2700,2019-09-17
"Tetraspora sp.",1050,68687.5,2019-09-17
"Cryptomonas marssonii",50,23445.3333333333,2019-09-17
"Cryptomonas reflexa ",50,119398.5,2019-09-17
"Cryptomonas sp.",25,23550,2019-09-17
"Plagioselmis nannoplanctica",25,1151.33333333333,2019-09-17
"Aphanizomenon flosaquae",46225,2902930,2019-09-17
"Aphanocapsa holsatica",68750,971437.5,2019-09-17
"Aphanocapsa planctonica",625000,2616666.66666667,2019-09-17
"Chroococcus limneticus",350,183166.666666667,2019-09-17
"Chroococcus sp.",100,1413,2019-09-17
"Dolichospermum flosaquae",431200,95200875,2019-09-17
"Microcystis aeruginosa",664200,22250700,2019-09-17
"Snowella litoralis",8500,190722.291666667,2019-09-17
"Woronichinia naegeliana",49150,205774.666666667,2019-09-17
"Aulacoseira pusilla",91.6129032258064,24667.2322580645,2019-10-15
"Aulacoseira sp.",12459.3548387097,5623841.29032258,2019-10-15
"Stephanodiscus sp.",229.032258064516,4046967.79233871,2019-10-15
"Closteriopsis acicularis",45.8064516129032,16720.5,2019-10-15
"Crucigenia truncata ",366.451612903226,10355.9225806452,2019-10-15
"Desmodesmus communis",458.064516129032,503412.903225806,2019-10-15
"Dictyosphaerium pulchellum",4214.1935483871,476372.438709677,2019-10-15
"Monoraphidium griffithi",45.8064516129032,2481.1064516129,2019-10-15
"Monoraphidium komarkovae",45.8064516129032,2684.8688172043,2019-10-15
"Oocystis pusilla ",320.645161290323,37755.9677419355,2019-10-15
"Oocystis solitaria",45.8064516129032,9115.36935483871,2019-10-15
"Pediastrum boryanum",1099.35483870968,155833.548387097,2019-10-15
"Pediastrum simplex ",3.2,5087.68,2019-10-15
"Tetraedron caudatum",45.8064516129032,11986.0215053763,2019-10-15
"Tetraëdron minimum",137.41935483871,45726.2903225806,2019-10-15
"Cryptomonas erosa",91.6129032258064,236885.736021505,2019-10-15
"Aphanizomenon sp.",824.516129032258,62135.535483871,2019-10-15
"Aphanocapsa holsatica",27483.8709677419,14383.2258064516,2019-10-15
"Aphanocapsa planctonica",157299.35483871,3529469.8155914,2019-10-15
"Aphanothece sp.",6870.96774193548,3033.96169354839,2019-10-15
"Chroococcus limneticus",183.225806451613,263117.144086021,2019-10-15
"Chroococcus microscopicus",2931.61290322581,1534.21075268817,2019-10-15
"Dolichospermum flos-aquae",42141.935483871,5781397.06356989,2019-10-15
"Microcystis sp.",3298.06451612903,110463.174193548,2019-10-15
"Woronichinia naegeliana",23819.3548387097,311636.559139785,2019-10-15
"Asterionella formosa",1590.4,1198525.44,2019-11-12
